id,position,stateID,stateClientUUID,stateUnifiedBillID,lobbyistRepName,clientName,lobbyistFirmName,positionNumeric,year,startDate,endDate,recordType,committee,title,description,legiscanBill,ncslTopicsParsed,ncslMetatopicsParsed,sessionTitle,nameCanonical,
8567214,OPP,IL,IL_22975,IL_SB_0000001041_2015,Dustin Brighton,Internet Association,Internet Association,-1,2016,2016-04-20T00:00:00.000Z,2016-04-20T00:00:00.000Z,testimony,S Revenue,REVENUE-TECH,Amends the Illinois Income Tax Act. Makes a technical change in a Section concerning the angel investment credit.,SB1041,null,null,2015-2016 Regular Session,Internet Association,
8766836,OPP,IL,IL_22975,IL_HB_0000002411_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-03-14T00:00:00.000Z,2017-03-14T00:00:00.000Z,testimony,H Consumer Protection,BIOMETRIC DATA-COMMERCIAL USE,"Amends the Biometric Information Privacy Act. Provides that except to the extent necessary for an employer to conduct background checks or implement employee security protocols, a private entity may not require a person or customer to provide his or her biometric identifier or biometric information as a condition for the provision of goods or services. Provides that the new provisions do not apply to: (i) companies that provide medical services; (ii) law enforcement agencies; or (iii) governmental entities.",HB2411,null,null,2017-2018 Regular Session,Internet Association,
8816229,OPP,IL,IL_22975,IL_SB_0000001502_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-03-14T00:00:00.000Z,2017-03-14T00:00:00.000Z,testimony,S Judiciary,RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",SB1502,null,null,2017-2018 Regular Session,Internet Association,
8817264,OPP,IL,IL_22975,IL_HB_0000002774_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",HB2774,null,null,2017-2018 Regular Session,Internet Association,
8817300,OPP,IL,IL_22975,IL_HB_0000002774_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",HB2774,null,null,2017-2018 Regular Session,Internet Association,
8860091,PROP,IL,IL_22975,IL_SB_0000001735_2017,Dustin Brighton,Internet Association,Internet Association,1,2017,2017-03-08T00:00:00.000Z,2017-03-08T00:00:00.000Z,testimony,S Local Government,SHORT-TERM RENTAL REGULATION,"Creates the Short-Term Rental Act. Provides that units of local government may not enact or enforce an ordinance, regulation, or plan that has the express or practical effect of prohibiting short-term rentals. Restricts the use of or regulation of short-term rentals based on their classification, use, or occupancy. Allows the regulation of short-term rentals to protect public health, safety, sanitation, traffic control, solid or hazardous waste control, pollution control, and other specified circumstances. Provides that a unit of local government may not tax a short-term rental marketplace or require them to collect taxes from occupants, but the short-term rental marketplace may voluntarily apply, calculate, collect, and remit any tax imposed by the unit of local government on the owner or occupant of a short-term rental. Limits home rule powers. Effective immediately.",SB1735,null,null,2017-2018 Regular Session,Internet Association,
8886553,OPP,IL,IL_22975,IL_HB_0000003449_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-05-16T00:00:00.000Z,2017-05-16T00:00:00.000Z,testimony,S Judiciary,GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", and ""private entity"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a person's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a person whose rights are violated may recover: (1) liquidated damages of $1,000 or actual damages, whichever is greater; (2) reasonable attorney's fees and costs; and (3) other relief, including an injunction, as the court may deem appropriate. Provides that authority to seek remedies and impose penalties granted to the Attorney General under the Consumer Fraud and Deceptive Business Practices Act is also granted to the Attorney General for the enforcement of the Geolocation Privacy Protection Act. Provides that in any action brought by the Attorney General to enforce the Act, the court may order that persons who incurred actual damages be awarded 3 times the amount at which actual damages are assessed. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act. Effective immediately.",HB3449,null,null,2017-2018 Regular Session,Internet Association,
8886561,OPP,IL,IL_22975,IL_HB_0000003449_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", and ""private entity"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a person's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a person whose rights are violated may recover: (1) liquidated damages of $1,000 or actual damages, whichever is greater; (2) reasonable attorney's fees and costs; and (3) other relief, including an injunction, as the court may deem appropriate. Provides that authority to seek remedies and impose penalties granted to the Attorney General under the Consumer Fraud and Deceptive Business Practices Act is also granted to the Attorney General for the enforcement of the Geolocation Privacy Protection Act. Provides that in any action brought by the Attorney General to enforce the Act, the court may order that persons who incurred actual damages be awarded 3 times the amount at which actual damages are assessed. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act. Effective immediately.",HB3449,null,null,2017-2018 Regular Session,Internet Association,
8886577,OPP,IL,IL_22975,IL_HB_0000003449_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", and ""private entity"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a person's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a person whose rights are violated may recover: (1) liquidated damages of $1,000 or actual damages, whichever is greater; (2) reasonable attorney's fees and costs; and (3) other relief, including an injunction, as the court may deem appropriate. Provides that authority to seek remedies and impose penalties granted to the Attorney General under the Consumer Fraud and Deceptive Business Practices Act is also granted to the Attorney General for the enforcement of the Geolocation Privacy Protection Act. Provides that in any action brought by the Attorney General to enforce the Act, the court may order that persons who incurred actual damages be awarded 3 times the amount at which actual damages are assessed. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act. Effective immediately.",HB3449,null,null,2017-2018 Regular Session,Internet Association,
8908859,OPP,IL,IL_22975,IL_HB_0000002774_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",HB2774,null,null,2017-2018 Regular Session,Internet Association,
8913677,OPP,IL,IL_22975,IL_HB_0000002774_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",HB2774,null,null,2017-2018 Regular Session,Internet Association,
8915459,OPP,IL,IL_22975,IL_HB_0000002774_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",HB2774,null,null,2017-2018 Regular Session,Internet Association,
8916365,OPP,IL,IL_22975,IL_HB_0000003449_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", and ""private entity"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a person's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a person whose rights are violated may recover: (1) liquidated damages of $1,000 or actual damages, whichever is greater; (2) reasonable attorney's fees and costs; and (3) other relief, including an injunction, as the court may deem appropriate. Provides that authority to seek remedies and impose penalties granted to the Attorney General under the Consumer Fraud and Deceptive Business Practices Act is also granted to the Attorney General for the enforcement of the Geolocation Privacy Protection Act. Provides that in any action brought by the Attorney General to enforce the Act, the court may order that persons who incurred actual damages be awarded 3 times the amount at which actual damages are assessed. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act. Effective immediately.",HB3449,null,null,2017-2018 Regular Session,Internet Association,
8921884,OPP,IL,IL_22975,IL_HB_0000002774_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",RIGHT TO KNOW ACT,"Creates the Right to Know Act. Provides that an operator of a commercial website or online service that collects personally identifiable information through the internet about individual customers residing in Illinois who use or visit its commercial website or online service shall notify those customers of certain specified information pertaining to its personal information sharing practices. Requires an operator to make available certain specified information upon disclosing a customer's personal information to a third party, and to provide an e-mail address or toll-free telephone number whereby customers may request or obtain that information. Provides for a right of action to customers whose rights are violated under the Act. Provides that any waiver of the provisions of the Act or any agreement that does not comply with the applicable provisions of the Act shall be void and unenforceable. Provides that no provision of the Act shall be construed to conflict with or apply to certain specified provisions of federal law or certain interactions with State or local government. Provides findings and purpose. Defines terms.",HB2774,null,null,2017-2018 Regular Session,Internet Association,
8922754,OPP,IL,IL_22975,IL_HB_0000003449_2017,Dustin Brighton,Internet Association,Internet Association,-1,2017,2017-04-26T00:00:00.000Z,2017-04-26T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", and ""private entity"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a person's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a person whose rights are violated may recover: (1) liquidated damages of $1,000 or actual damages, whichever is greater; (2) reasonable attorney's fees and costs; and (3) other relief, including an injunction, as the court may deem appropriate. Provides that authority to seek remedies and impose penalties granted to the Attorney General under the Consumer Fraud and Deceptive Business Practices Act is also granted to the Attorney General for the enforcement of the Geolocation Privacy Protection Act. Provides that in any action brought by the Attorney General to enforce the Act, the court may order that persons who incurred actual damages be awarded 3 times the amount at which actual damages are assessed. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act. Effective immediately.",HB3449,null,null,2017-2018 Regular Session,Internet Association,
9026866,OPP,IL,IL_22975,IL_SB_0000002577_2017,Robert Callahan,Internet Association,Internet Association,-1,2018,2018-05-17T00:00:00.000Z,2018-05-17T00:00:00.000Z,testimony,H Revenue & Finance,USE/OCC TX-BUSINESS IN STATE,"Amends the Use Tax Act and the Service Use Tax Act. Provides that, if a retailer or serviceman makes a sale to purchaser in Illinois from outside of Illinois, then that retailer or serviceman is considered to be ""maintaining a place of business in this State"" if (1) the cumulative gross receipts from sales of service to purchasers in Illinois are $150,000 or more; or (2) the retailer or serviceman enters into 200 or more separate transactions for sales of service to purchasers in Illinois. Provides that the amendatory Act may be referred to as the Marketplace Fairness Act. Effective immediately.",SB2577,null,null,2017-2018 Regular Session,Internet Association,
9162943,OPP,IL,IL_22975,IL_SB_0000002641_2017,Robert Callahan,Internet Association,Internet Association,-1,2018,2018-05-24T00:00:00.000Z,2018-05-24T00:00:00.000Z,testimony,H Executive,RENTAL CAR-DAMAGE WAIVER-VOID,"Amends the Renter's Financial Responsibility and Protection Act. Provides that a rental car company may void a damage waiver if damage or loss occurs to the rental vehicle when the rental vehicle is stolen and the renter fails to: (i) return the rental vehicle's ignition key and key tag identifying the rental vehicle to the rental company; (ii) file a police report within the 24-hour period after discovery of the rental vehicle theft; and (iii) fully cooperate with the rental company, law enforcement agency, or any other authority in all matters connected to the investigation of the stolen rental vehicle.",SB2641,null,null,2017-2018 Regular Session,Internet Association,
9164643,OPP,IL,IL_22975,IL_SB_0000002641_2017,Robert Callahan,Internet Association,Internet Association,-1,2018,2018-05-24T00:00:00.000Z,2018-05-24T00:00:00.000Z,testimony,H Executive,RENTAL CAR-DAMAGE WAIVER-VOID,"Amends the Renter's Financial Responsibility and Protection Act. Provides that a rental car company may void a damage waiver if damage or loss occurs to the rental vehicle when the rental vehicle is stolen and the renter fails to: (i) return the rental vehicle's ignition key and key tag identifying the rental vehicle to the rental company; (ii) file a police report within the 24-hour period after discovery of the rental vehicle theft; and (iii) fully cooperate with the rental company, law enforcement agency, or any other authority in all matters connected to the investigation of the stolen rental vehicle.",SB2641,null,null,2017-2018 Regular Session,Internet Association,
9257290,OPP,IL,IL_22975,IL_SB_0000000119_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-06T00:00:00.000Z,2019-03-06T00:00:00.000Z,testimony,S Revenue,SECOND FY2020 BIMP,"Creates the Second FY2020 Budget Implementation Act. Provides that the purpose of the Act is to make additional changes to State programs that are necessary to implement the enacted State budget for FY2020. Amends the Use Tax Act, the Service Use Tax Act, the Service Occupation Tax Act, the Retailers' Occupation Tax Act, the Motor Fuel Tax Law, the Innovation Development and Economy Act, the Counties Code, the Illinois Municipal Code, the Civic Center Code, the Flood Prevention District Act, the Regional Transportation Authority Act, the Water Commission Act of 1985, and the Environmental Impact Fee Law. In provisions concerning aviation fuel, makes changes concerning aviation fuel tax returns. Makes changes concerning the definition of aviation fuel. Makes technical corrections to consolidate provisions concerning certification of units of local government as having an airport-related purpose. Amends the Motor Fuel Tax Law to make a technical correction concerning the Transportation Renewal Fund. Amends the New Markets Development Program Act. In provisions concerning certification of qualified equity investments, modifies the schedule upon which allocation rounds enabled under the Act shall be applied. Amends the Department of Commerce and Economic Opportunity Law of the Civil Administrative Code of Illinois and the Illinois Income Tax Act. Makes changes concerning data centers. Amends the State Finance Act to direct certain fund transfers. Amends the Use Tax Act, the Service Use Tax Act, the Service Occupation Tax Act, and the Retailers' Occupation Tax Act. With respect to the manufacturing and assembly exemption, removes a provision that a certificate of exemption is required for each exempt transaction. Amends the Cigarette Tax Act. Makes changes concerning the distribution of cigarette tax proceeds. Amends the Illinois Municipal Code. Provides that the municipal motor fuel tax shall be imposed as a retailers' occupation tax on the occupation of selling motor fuel. Contains administrative provisions for the collection of the municipal motor fuel tax. Amends the Franchise Tax and License Fee Amnesty Act of 2007. Provides that 2% of all money collected under the Act shall be deposited by the State Treasurer into the Business Services Special Operations Fund (rather than the Franchise Tax and License Fee Amnesty Administration Fund). Contains provisions concerning marketplace facilitators. Amends the Illinois Vehicle Code. Removes language creating a $10 fee for a Junking Certificate issued after July 1, 2019. Effective immediately, except that certain provisions take effect January 1, 2020.",SB0119,"[""airports_and_aviation""",public_transit_and_rail],"[""transportation""]",2019-2020 Regular Session,Internet Association
9465540,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-28T00:00:00.000Z,2019-05-28T00:00:00.000Z,testimony,H Executive,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9465544,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-27T00:00:00.000Z,2019-05-27T00:00:00.000Z,testimony,H Executive,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9465553,OPP,IL,IL_22975,IL_SB_0000001719_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,testimony,S Telecommunications & InfoTechnology,KEEP INTERNET DEVICES SAFE ACT,"Creates a Keep the Internet Devices Safe Act that is different from the introduced bill. Removes legislative findings and intent. Provides that a ""digital device"" is an Internet-connected device that contains a microphone. Provides that no private entity may turn on or enable a digital device's microphone unless the registered owner or person (instead of user of the device) configuring the device is provided certain notices in a consumer agreement (instead of a written policy). Provides that a manufacturer of a digital device that does not cause to be turned on or otherwise use a digital device's microphone is not subject to the restrictions on the use of a digital device's microphone. Deletes provisions regarding violations of the Consumer Fraud and Deceptive Business Practices Act. Provides that the exclusive authority to enforce the Act is vested in the Attorney General.",SB1719,null,null,2019-2020 Regular Session,Internet Association,
9466938,OPP,IL,IL_22975,IL_HB_0000002785_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-07T00:00:00.000Z,2019-03-07T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", ""private entity"", and ""user"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a user's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act.",HB2785,null,null,2019-2020 Regular Session,Internet Association,
9510692,OPP,IL,IL_22975,IL_HB_0000003358_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-07T00:00:00.000Z,2019-05-07T00:00:00.000Z,testimony,S Judiciary,BUSINESS-TECH,"Creates a Data Transparency and Privacy Act different than that contained in House Amendment No. 2. Finds that individuals have a right to privacy and a personal property interest in information pertaining to the individual. Provides that an entity that collects through the Internet personal information about individual consumers must make disclosures to the individual regarding the collection of the information. Exempts from the protections information collected while a natural person is acting in an employment context. Establishes that a consumer has a right to opt out of the sale of the consumer's information. Creates exemptions for certain retail transactions, credit arrangements, and government program utilization. Provides for enforcement by the Attorney General. Provides that there is no private right of action to enforce the Act. Effective April 1, 2020.",HB3358,null,null,2019-2020 Regular Session,Internet Association,
9532555,OPP,IL,IL_22975,IL_SB_0000002089_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,testimony,S Telecommunications & InfoTechnology,STUDENT ONLINE PROTECTION,"Creates the Student Online Personal Protection Act of 2019. Provides for legislative intent and definitions. Provides for operator prohibitions, operator duties, school authority prohibitions, school authority duties, State Board of Education duties, and parent rights. Creates the Student Data Protection Oversight Committee and provides for the Committee's membership and support. Requires the Committee to submit an annual report to the General Assembly and the State Board of Education with recommendations, if any, for policy revisions and legislative amendments that would carry out the intent of the Act. Amends the Illinois School Student Records Act. Adds a definition of record. Requires written consent of a student's parent to publish student directories that list student names, addresses, and other identifying information and similar publications. Amends the Consumer Fraud and Deceptive Business Practices Act to make a conforming change. Repeals the Student Online Personal Protection Act. Effective immediately.",SB2089,null,null,2019-2020 Regular Session,Internet Association,
9542908,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-05-14T00:00:00.000Z,2019-05-14T00:00:00.000Z,testimony,S Judiciary,STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9542968,OPP,IL,IL_22975,IL_HB_0000003606_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",STUDENT ONLINE PROTECTION,"Reinserts the provisions of the engrossed bill as amended by Senate Amendment No. 1 with the following changes. Provides that certain information that is required to be posted on a school's website must be made available at a school's administrative office for inspection by the general public if the school does not maintain a website. Provides that a school may omit from its list of breaches of covered information any breach in which the date, estimated date, or estimated date range in which it occurred is earlier than July 1, 2021 or any breach previously posted on a list no more than 5 years prior to the school updating the current list. Provides that a notice of breach may be delayed if an appropriate law enforcement agency determines that the notification will interfere with a criminal investigation and provides the school with a written request for a delay of notice. Allows the State Board of Education to share, transfer, disclose, or provide covered information to its employees or officials acting within their official capacity. Removes a provision stating that a student's covered information is the sole property of the student's parent. Makes changes to a parent's and student's rights. Makes other changes. Effective July 1, 2021.",HB3606,"[""data""]","[""education""]",2019-2020 Regular Session,Internet Association,
9560445,OPP,IL,IL_22975,IL_HB_0000003357_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-28T00:00:00.000Z,2019-03-28T00:00:00.000Z,testimony,"H Cybersecurity, Data Analytics, & IT",DATA PRIVACY ACT,Creates the Data Privacy Act. Provides only a short title.,HB3357,null,null,2019-2020 Regular Session,Internet Association,
9560997,OPP,IL,IL_22975,IL_HB_0000002785_2019,Colleen Daley,Internet Association,Internet Association,-1,2019,2019-03-28T00:00:00.000Z,2019-03-28T00:00:00.000Z,testimony,H Executive,GEOLOCATION PRIVACY PROTECTION,"Creates the Geolocation Privacy Protection Act. Defines ""geolocation information"", ""location-based application"", ""private entity"", and ""user"". Provides that a private entity may not collect, use, store, or disclose geolocation information from a location-based application on a user's device unless the private entity first receives the person's affirmative express consent after complying with specified notice requirements. Provides exceptions. Provides that a violation of the Act constitutes an unlawful practice under the Consumer Fraud and Deceptive Business Practices Act. Provides that the provisions of the Act may not be waived. Contains applicability language. Makes a corresponding change in the Consumer Fraud and Deceptive Business Practices Act.",HB2785,null,null,2019-2020 Regular Session,Internet Association,
